,clmno,pol_year,region,pol_no,usage_type,coverage,ultloss,acc_year
7318,CLM2012200005606,2012,region_6,2012OF18994,private,PD,1508.3494299993802,2012
7319,CLM2012100019970,2012,region_6,2012OF19001,private,PD,730.635864566175,2012
7320,CLM2012100020000,2012,region_6,2012OF19012,private,PD,633.7352746171257,2012
7321,CLM2012100020052,2012,region_6,2012OF19046,private,PD,1158.9358923000925,2012
7322,CLM2012200005630,2012,region_6,2012OF19046,private,PD,694.0320857424769,2012
7323,CLM2012200005637,2012,region_6,2012OF19055,private,PD,1101.0744705460568,2012
7324,CLM2012100020093,2012,region_6,2012OF19067,private,PD,572.1996924040958,2012
7325,CLM2012100020108,2012,region_6,2012OF19075,private,PD,3676.0418642375444,2012
7326,CLM2012100020189,2012,region_6,2012OF19119,private,PD,1943.6257439545388,2012
7327,CLM2012100020237,2012,region_6,2012OF19145,private,PD,340.8889891647036,2012
7328,CLM2012100020256,2012,region_6,2012OF19151,private,PD,652.7104935482239,2012
7329,CLM2012100020290,2012,region_6,2012OF19173,private,PD,5802.791326144065,2012
7330,CLM2012200005707,2012,region_6,2012OF19179,private,PD,1298.7226837263283,2012
7331,CLM2012100020374,2012,region_6,2012OF19212,private,PD,528.2210206240992,2012
7332,CLM2012200005728,2012,region_6,2012OF19212,private,PD,667.9358823179057,2012
7333,CLM2012100020412,2012,region_6,2012OF19225,private,PD,767.3853011942351,2012
7334,CLM2012100020431,2012,region_6,2012OF19230,private,PD,132.4460331579933,2012
7335,CLM2012200005756,2012,region_6,2012OF19250,private,PD,444.7998046093217,2012
7336,CLM2012300001263,2012,region_6,2012OF19250,private,PD,1544.980441417766,2012
7337,CLM2012100020480,2012,region_6,2012OF19252,private,PD,1814.0170315491632,2012
7338,CLM2012200005760,2012,region_6,2012OF19252,private,PD,2490.5415448483727,2012
7339,CLM2012100020546,2012,region_6,2012OF19287,private,PD,102.69124577919101,2012
7340,CLM2012100020580,2012,region_6,2012OF19300,private,PD,2188.994967529809,2012
7341,CLM2012100020622,2012,region_6,2012OF19322,private,PD,972.575310071555,2012
7342,CLM2012300001279,2012,region_6,2012OF19355,private,PD,1086.166349306362,2012
7343,CLM2012100020742,2012,region_6,2012OF19378,private,PD,2439.176717888302,2012
7344,CLM2012200005828,2012,region_6,2012OF19378,private,PD,1002.1131328106203,2012
7345,CLM2012200005864,2012,region_6,2012OF19436,private,PD,1525.7688947813149,2012
7346,CLM2012100020948,2012,region_6,2012OF19472,private,PD,4327.125298728583,2012
7347,CLM2012100020949,2012,region_6,2012OF19473,private,PD,757.7825997416626,2012
7348,CLM2012100020970,2012,region_6,2012OF19481,private,PD,1498.832377663961,2012
7349,CLM2012200005887,2012,region_6,2012OF19481,private,PD,2793.1029641686832,2012
7350,CLM2012100021131,2012,region_6,2012OF19576,private,PD,115.63512290516616,2012
7351,CLM2012100021171,2012,region_6,2012OF19594,private,PD,3006.1441097211173,2012
7352,CLM2012200005947,2012,region_6,2012OF19594,private,PD,2537.8619414795176,2012
7353,CLM2012200005975,2012,region_6,2012OF19636,private,PD,2676.268641476582,2012
7354,CLM2012100021253,2012,region_6,2012OF19643,private,PD,1577.6863916499478,2012
7355,CLM2012500000040,2012,region_6,2012OF19670,private,PD,1531.500222925198,2012
7356,CLM2012100021322,2012,region_6,2012OF19679,private,PD,4024.931204397582,2012
7357,CLM2012100021372,2012,region_6,2012OF19707,private,PD,3179.7034684135956,2012
7358,CLM2012100021427,2012,region_6,2012OF19729,private,PD,1098.3963184372888,2012
7359,CLM2012100021448,2012,region_6,2012OF19739,private,PD,2519.229993688299,2012
7360,CLM2012200006042,2012,region_6,2012OF19739,private,PD,3020.083733310092,2012
7361,CLM2012200000072,2012,region_7,2012OG08898,private,PD,65.87078745833134,2012
7362,CLM2012200000082,2012,region_7,2012OG08917,private,PD,1917.1541906359867,2012
7363,CLM2012100000922,2012,region_7,2012OG09217,private,PD,4726.681686167265,2012
7364,CLM2012300000055,2012,region_7,2012OG09246,private,PD,5130.470469479904,2012
7365,CLM2012100001564,2012,region_7,2012OG09539,private,PD,3568.4753060925673,2012
7366,CLM2012100001655,2012,region_7,2012OG09586,private,PD,2372.5374302755017,2012
7367,CLM2012200000535,2012,region_7,2012OG09667,private,PD,4781.227390358701,2012
7368,CLM2012200000951,2012,region_7,2012OG10403,private,PD,1278.67456978493,2012
7369,CLM2012100003333,2012,region_7,2012OG10419,private,PD,3618.38987110669,2012
7370,CLM2012300000214,2012,region_7,2012OG10419,private,PD,791.9882684784861,2012
7371,CLM2012100003647,2012,region_7,2012OG10589,private,PD,635.3080201982635,2012
7372,CLM2012300000237,2012,region_7,2012OG10600,private,PD,15.069016916680793,2012
7373,CLM2012100004447,2012,region_7,2012OG11013,private,PD,1675.4720414962992,2012
7374,CLM2012100005128,2012,region_7,2012OG11385,private,PD,5429.515587177297,2012
7375,CLM2012200001480,2012,region_7,2012OG11415,private,PD,446.5047709574647,2012
7376,CLM2012200001802,2012,region_7,2012OG12005,private,PD,3298.876029937113,2012
7377,CLM2012100006362,2012,region_7,2012OG12048,private,PD,1895.6626320706,2012
7378,CLM2012300000399,2012,region_7,2012OG12048,private,PD,2544.37800206342,2012
7379,CLM2012200001864,2012,region_7,2012OG12110,private,PD,919.4111301001278,2012
7380,CLM2012100007309,2012,region_7,2012OG12541,private,PD,2293.4335726599174,2012
7381,CLM2012100009154,2012,region_7,2012OG13434,private,PD,3526.744941934255,2012
7382,CLM2012100009213,2012,region_7,2012OG13466,private,PD,776.267735275106,2012
7383,CLM2012200002597,2012,region_7,2012OG13466,private,PD,1948.4169400632234,2012
7384,CLM2012300000570,2012,region_7,2012OG13466,private,PD,2939.482714545109,2012
7385,CLM2012100009466,2012,region_7,2012OG13593,private,PD,411.599685344539,2012
7386,CLM2012100009506,2012,region_7,2012OG13610,private,PD,19817.960908956,2012
7387,CLM2012200002679,2012,region_7,2012OG13610,private,PD,2413.891293726318,2012
7388,CLM2012100009699,2012,region_7,2012OG13744,private,PD,971.555450566693,2012
7389,CLM2012100010852,2012,region_7,2012OG14300,private,PD,192.54224470378657,2012
7390,CLM2012100011596,2012,region_7,2012OG14697,private,PD,892.8078193283657,2012
7391,CLM2012100011634,2012,region_7,2012OG14717,private,PD,1449.6448225020765,2012
7392,CLM2012100013416,2012,region_7,2012OG15640,private,PD,1234.8703492884385,2012
7393,CLM2012100013517,2012,region_7,2012OG15690,private,PD,3195.515423804354,2012
7394,CLM2012100013954,2012,region_7,2012OG15938,private,PD,927.0822668550757,2012
7395,CLM2012100014133,2012,region_7,2012OG16030,private,PD,3072.2348608466805,2012
7396,CLM2012100014962,2012,region_7,2012OG16503,private,PD,2544.7387582011725,2012
7397,CLM2012100015049,2012,region_7,2012OG16541,private,PD,2325.89260705367,2012
7398,CLM2012100016320,2012,region_7,2012OG17186,private,PD,11215.211758548514,2012
7399,CLM2012300001014,2012,region_7,2012OG17186,private,PD,9474.29637499217,2012
7400,CLM2012100016573,2012,region_7,2012OG17307,private,PD,790.2014290859437,2012
7401,CLM2012100017956,2012,region_7,2012OG18004,private,PD,1585.398961281256,2012
7402,CLM2012200005055,2012,region_7,2012OG18013,private,PD,2220.9314086747568,2012
7403,CLM2012100018512,2012,region_7,2012OG18265,private,PD,1561.340355086775,2012
7404,CLM2012100019062,2012,region_7,2012OG18526,private,PD,2795.561605146341,2012
7405,CLM2012100020133,2012,region_7,2012OG19083,private,PD,1851.6432761022945,2012
7406,CLM2012100020715,2012,region_7,2012OG19365,private,PD,5178.640954763888,2012
7407,CLM2012100000040,2012,region_8,2012OH08770,private,PD,1318.3614155266796,2012
7408,CLM2012100000041,2012,region_8,2012OH08771,private,PD,12462.211493169714,2012
7409,CLM2012100000358,2012,region_8,2012OH08933,private,PD,3633.0145091693994,2012
7410,CLM2012100000398,2012,region_8,2012OH08952,private,PD,24304.71248834913,2012
7411,CLM2012200000121,2012,region_8,2012OH08985,private,PD,753.0751892465003,2012
7412,CLM2012100000495,2012,region_8,2012OH09000,private,PD,1668.175358904306,2012
7413,CLM2012100000555,2012,region_8,2012OH09032,private,PD,3828.4357758002434,2012
7414,CLM2012200000158,2012,region_8,2012OH09032,private,PD,818.6520285803808,2012
7415,CLM2012100000708,2012,region_8,2012OH09098,private,PD,1400.3690801036553,2012
7416,CLM2012100000743,2012,region_8,2012OH09115,private,PD,2243.1053100342447,2012
7417,CLM2012100000852,2012,region_8,2012OH09179,private,PD,719.1110748077409,2012
7418,CLM2012200000276,2012,region_8,2012OH09259,private,PD,2111.521698810288,2012
7419,CLM2012200000289,2012,region_8,2012OH09285,private,PD,619.2154235090505,2012
7420,CLM2012200000291,2012,region_8,2012OH09286,private,PD,977.3076859558121,2012
7421,CLM2012200000330,2012,region_8,2012OH09337,private,PD,1565.7659502618396,2012
7422,CLM2012200000364,2012,region_8,2012OH09387,private,PD,9223.549272546457,2012
7423,CLM2012100001430,2012,region_8,2012OH09472,private,PD,5082.872072549819,2012
7424,CLM2012100001485,2012,region_8,2012OH09498,private,PD,1419.8047996519267,2012
7425,CLM2012100001539,2012,region_8,2012OH09525,private,PD,5584.033314122838,2012
7426,CLM2012100001572,2012,region_8,2012OH09547,private,PD,1041.231960478118,2012
7427,CLM2012100001787,2012,region_8,2012OH09638,private,PD,1118.9774511106004,2012
7428,CLM2012200000548,2012,region_8,2012OH09680,private,PD,3908.9013395581583,2012
7429,CLM2012100002041,2012,region_8,2012OH09785,private,PD,490.6051794915432,2012
7430,CLM2012100002042,2012,region_8,2012OH09786,private,PD,828.5267638965419,2012
7431,CLM2012100002119,2012,region_8,2012OH09820,private,PD,4695.973412651335,2012
7432,CLM2012100002129,2012,region_8,2012OH09824,private,PD,1021.7428436926565,2012
7433,CLM2012100002140,2012,region_8,2012OH09831,private,PD,2966.0537852109564,2012
7434,CLM2012100002170,2012,region_8,2012OH09850,private,PD,494.4231939704286,2012
7435,CLM2012100002388,2012,region_8,2012OH09952,private,PD,6598.788555978629,2012
7436,CLM2012200000702,2012,region_8,2012OH09952,private,PD,5847.860295480843,2012
7437,CLM2012100002448,2012,region_8,2012OH09984,private,PD,2463.4136404476094,2012
7438,CLM2012200000722,2012,region_8,2012OH09984,private,PD,5157.842682596143,2012
7439,CLM2012100002667,2012,region_8,2012OH10094,private,PD,3946.0076597412344,2012
7440,CLM2012200000779,2012,region_8,2012OH10094,private,PD,1822.1328408636641,2012
7441,CLM2012100002674,2012,region_8,2012OH10096,private,PD,3013.6519411152863,2012
7442,CLM2012100002708,2012,region_8,2012OH10118,private,PD,1246.8121123226529,2012
7443,CLM2012100002866,2012,region_8,2012OH10195,private,PD,299.8625478667936,2012
7444,CLM2012100002900,2012,region_8,2012OH10206,private,PD,3352.7432551662964,2012
7445,CLM2012100002955,2012,region_8,2012OH10236,private,PD,2013.878828837268,2012
7446,CLM2012100003064,2012,region_8,2012OH10285,private,PD,1716.2274026220996,2012
7447,CLM2012100003133,2012,region_8,2012OH10317,private,PD,8879.42682866574,2012
7448,CLM2012100003158,2012,region_8,2012OH10327,private,PD,5310.7676080116635,2012
7449,CLM2012200000911,2012,region_8,2012OH10327,private,PD,855.8191702863821,2012
7450,CLM2012100003180,2012,region_8,2012OH10337,private,PD,1945.5527635269088,2012
7451,CLM2012100003242,2012,region_8,2012OH10371,private,PD,1669.1915371543776,2012
7452,CLM2012100003350,2012,region_8,2012OH10427,private,PD,9033.241561003702,2012
7453,CLM2012200000984,2012,region_8,2012OH10454,private,PD,1282.4965813381118,2012
7454,CLM2012100003582,2012,region_8,2012OH10544,private,PD,2167.6320213629074,2012
7455,CLM2012100003590,2012,region_8,2012OH10550,private,PD,3003.6294069835685,2012
7456,CLM2012200001039,2012,region_8,2012OH10550,private,PD,692.9785952109796,2012
7457,CLM2012100003635,2012,region_8,2012OH10583,private,PD,2122.490993039775,2012
7458,CLM2012400000048,2012,region_8,2012OH10583,private,PD,2063.611038905779,2012
7459,CLM2012100003663,2012,region_8,2012OH10598,private,PD,2959.8973616814865,2012
7460,CLM2012100003685,2012,region_8,2012OH10604,private,PD,280.6156043360458,2012
7461,CLM2012200001082,2012,region_8,2012OH10636,private,PD,453.9477531723199,2012
7462,CLM2012100003743,2012,region_8,2012OH10637,private,PD,4516.704554479919,2012
7463,CLM2012100003868,2012,region_8,2012OH10702,private,PD,6437.280374205412,2012
7464,CLM2012200001116,2012,region_8,2012OH10717,private,PD,684.1805549665471,2012
7465,CLM2012100004153,2012,region_8,2012OH10837,private,PD,1813.5984165870605,2012
7466,CLM2012100004169,2012,region_8,2012OH10843,private,PD,3426.681622607567,2012
7467,CLM2012100004280,2012,region_8,2012OH10918,private,PD,12029.935779774078,2012
7468,CLM2012200001220,2012,region_8,2012OH10918,private,PD,8568.353512599353,2012
7469,CLM2012100004309,2012,region_8,2012OH10933,private,PD,233.61450993532773,2012
7470,CLM2012100004317,2012,region_8,2012OH10939,private,PD,4787.993891074186,2012
7471,CLM2012200001256,2012,region_8,2012OH11001,private,PD,2535.294477570917,2012
7472,CLM2012100004428,2012,region_8,2012OH11006,private,PD,4633.476907233225,2012
7473,CLM2012100004495,2012,region_8,2012OH11042,private,PD,1066.0345373605546,2012
7474,CLM2012200001288,2012,region_8,2012OH11042,private,PD,18316.745012836192,2012
7475,CLM2012100004601,2012,region_8,2012OH11091,private,PD,3267.046871417128,2012
7476,CLM2012200001336,2012,region_8,2012OH11111,private,PD,955.9448399412734,2012
7477,CLM2012100004726,2012,region_8,2012OH11169,private,PD,470.2968307856037,2012
7478,CLM2012100004749,2012,region_8,2012OH11178,private,PD,3979.5509243092374,2012
7479,CLM2012100004764,2012,region_8,2012OH11192,private,PD,6239.459794862645,2012
7480,CLM2012100004780,2012,region_8,2012OH11202,private,PD,974.3450561275225,2012
7481,CLM2012100004864,2012,region_8,2012OH11261,private,PD,7798.894122086713,2012
7482,CLM2012200001405,2012,region_8,2012OH11269,private,PD,425.14674143209754,2012
7483,CLM2012100004901,2012,region_8,2012OH11280,private,PD,1466.2962893304727,2012
7484,CLM2012200001428,2012,region_8,2012OH11307,private,PD,1253.458438199308,2012
7485,CLM2012100005021,2012,region_8,2012OH11333,private,PD,3976.050840443847,2012
7486,CLM2012100005082,2012,region_8,2012OH11366,private,PD,1957.014942407799,2012
7487,CLM2012100005208,2012,region_8,2012OH11433,private,PD,8397.281958016441,2012
7488,CLM2012100005335,2012,region_8,2012OH11492,private,PD,247.2150814984872,2012
7489,CLM2012100005490,2012,region_8,2012OH11585,private,PD,2453.2920248159444,2012
7490,CLM2012200001566,2012,region_8,2012OH11585,private,PD,1583.0958085121104,2012
7491,CLM2012100005550,2012,region_8,2012OH11621,private,PD,4421.3198944101705,2012
7492,CLM2012100005658,2012,region_8,2012OH11692,private,PD,2643.824928019022,2012
7493,CLM2012100005750,2012,region_8,2012OH11740,private,PD,2830.3245075065174,2012
7494,CLM2012100005792,2012,region_8,2012OH11755,private,PD,4003.2333133632546,2012
7495,CLM2012300000372,2012,region_8,2012OH11844,private,PD,851.5970955012551,2012
7496,CLM2012100006008,2012,region_8,2012OH11868,private,PD,2231.1545724482876,2012
7497,CLM2012200001728,2012,region_8,2012OH11882,private,PD,3114.512719574524,2012
7498,CLM2012100006092,2012,region_8,2012OH11905,private,PD,627.0208003370759,2012
7499,CLM2012200001739,2012,region_8,2012OH11905,private,PD,8281.129068650718,2012
7500,CLM2012100006188,2012,region_8,2012OH11959,private,PD,1274.2848531387822,2012
7501,CLM2012100006228,2012,region_8,2012OH11971,private,PD,7097.406208004707,2012
7502,CLM2012200001784,2012,region_8,2012OH11971,private,PD,6388.90399379998,2012
7503,CLM2012100006404,2012,region_8,2012OH12077,private,PD,9150.295788425981,2012
7504,CLM2012100006467,2012,region_8,2012OH12105,private,PD,9186.809867164357,2012
7505,CLM2012100006502,2012,region_8,2012OH12118,private,PD,7502.040641730556,2012
7506,CLM2012100006535,2012,region_8,2012OH12135,private,PD,27208.53433532443,2012
7507,CLM2012100006584,2012,region_8,2012OH12162,private,PD,3910.476160898531,2012
7508,CLM2012100006853,2012,region_8,2012OH12305,private,PD,23.19600297486159,2012
7509,CLM2012300000423,2012,region_8,2012OH12305,private,PD,1483.029776478348,2012
7510,CLM2012100006962,2012,region_8,2012OH12372,private,PD,353.73921420687185,2012
7511,CLM2012100007100,2012,region_8,2012OH12437,private,PD,13283.939187201893,2012
7512,CLM2012100007231,2012,region_8,2012OH12495,private,PD,4011.832172215694,2012
7513,CLM2012400000086,2012,region_8,2012OH12495,private,PD,2261.1287640578466,2012
7514,CLM2012200002078,2012,region_8,2012OH12544,private,PD,1868.4605895838256,2012
7515,CLM2012100007343,2012,region_8,2012OH12560,private,PD,407.1139091714582,2012
7516,CLM2012100007392,2012,region_8,2012OH12586,private,PD,4038.66157353718,2012
7517,CLM2012200002098,2012,region_8,2012OH12586,private,PD,9578.874175808944,2012
7518,CLM2012100007437,2012,region_8,2012OH12604,private,PD,4098.03717869038,2012
7519,CLM2012100007687,2012,region_8,2012OH12719,private,PD,702.1000779641478,2012
7520,CLM2012100007749,2012,region_8,2012OH12748,private,PD,794.1515033250995,2012
7521,CLM2012200002192,2012,region_8,2012OH12748,private,PD,4320.095619176257,2012
7522,CLM2012100007787,2012,region_8,2012OH12768,private,PD,444.7306876888863,2012
7523,CLM2012100008055,2012,region_8,2012OH12908,private,PD,3344.1067680155193,2012
7524,CLM2012100008102,2012,region_8,2012OH12926,private,PD,4863.556217328932,2012
7525,CLM2012100008159,2012,region_8,2012OH12948,private,PD,2365.043585364733,2012
7526,CLM2012200002296,2012,region_8,2012OH12948,private,PD,1805.7153331901168,2012
7527,CLM2012200002400,2012,region_8,2012OH13123,private,PD,6129.4374063107825,2012
7528,CLM2012100008541,2012,region_8,2012OH13142,private,PD,709.8121404004178,2012
7529,CLM2012100008554,2012,region_8,2012OH13148,private,PD,201.9032462453397,2012
7530,CLM2012100008781,2012,region_8,2012OH13261,private,PD,366.71484964122266,2012
7531,CLM2012100008843,2012,region_8,2012OH13288,private,PD,1981.0586569080792,2012
7532,CLM2012200002497,2012,region_8,2012OH13288,private,PD,3341.258136480999,2012
7533,CLM2012100008971,2012,region_8,2012OH13338,private,PD,159.92142654304553,2012
7534,CLM2012100009124,2012,region_8,2012OH13417,private,PD,6601.87820069427,2012
7535,CLM2012100009160,2012,region_8,2012OH13439,private,PD,3704.0168211333435,2012
7536,CLM2012100009318,2012,region_8,2012OH13516,private,PD,1031.6041466218462,2012
7537,CLM2012100009402,2012,region_8,2012OH13556,private,PD,1717.337213550155,2012
7538,CLM2012100009410,2012,region_8,2012OH13563,private,PD,6021.56647206274,2012
7539,CLM2012200002693,2012,region_8,2012OH13642,private,PD,2442.965824247717,2012
7540,CLM2012100009559,2012,region_8,2012OH13647,private,PD,5522.531162725202,2012
7541,CLM2012100009742,2012,region_8,2012OH13771,private,PD,2709.6853957786593,2012
7542,CLM2012100009993,2012,region_8,2012OH13888,private,PD,880.7766556859603,2012
7543,CLM2012100010102,2012,region_8,2012OH13937,private,PD,254.94786953118398,2012
7544,CLM2012200002851,2012,region_8,2012OH13937,private,PD,574.9686063942039,2012
7545,CLM2012100010211,2012,region_8,2012OH13995,private,PD,692.8396882209146,2012
7546,CLM2012100010488,2012,region_8,2012OH14132,private,PD,539.785866415418,2012
7547,CLM2012100010566,2012,region_8,2012OH14172,private,PD,454.48263716993216,2012
7548,CLM2012100010651,2012,region_8,2012OH14209,private,PD,3012.475101762112,2012
7549,CLM2012100010935,2012,region_8,2012OH14350,private,PD,3658.884813452412,2012
7550,CLM2012100011037,2012,region_8,2012OH14390,private,PD,2281.9156145258153,2012
7551,CLM2012100011099,2012,region_8,2012OH14423,private,PD,2666.6938503708266,2012
7552,CLM2012100011395,2012,region_8,2012OH14588,private,PD,505.70912054917864,2012
7553,CLM2012100011431,2012,region_8,2012OH14612,private,PD,788.6779403275572,2012
7554,CLM2012100011442,2012,region_8,2012OH14618,private,PD,2929.5334106786972,2012
7555,CLM2012100011471,2012,region_8,2012OH14631,private,PD,3114.8211490477656,2012
7556,CLM2012200003242,2012,region_8,2012OH14647,private,PD,3770.1302295399605,2012
7557,CLM2012200003244,2012,region_8,2012OH14658,private,PD,5965.955476047038,2012
7558,CLM2012300000724,2012,region_8,2012OH14658,private,PD,4784.339602531685,2012
7559,CLM2012200003271,2012,region_8,2012OH14689,private,PD,1392.9309819240796,2012
7560,CLM2012100011641,2012,region_8,2012OH14722,private,PD,30046.21750112309,2012
7561,CLM2012100011803,2012,region_8,2012OH14811,private,PD,1133.2515454451807,2012
7562,CLM2012100011823,2012,region_8,2012OH14820,private,PD,1618.0193731568484,2012
7563,CLM2012100011890,2012,region_8,2012OH14850,private,PD,2816.6882566084987,2012
7564,CLM2012100011920,2012,region_8,2012OH14871,private,PD,2644.6063494029136,2012
7565,CLM2012100012100,2012,region_8,2012OH14974,private,PD,3254.939975510219,2012
7566,CLM2012100012257,2012,region_8,2012OH15043,private,PD,5433.939531652352,2012
7567,CLM2012100012509,2012,region_8,2012OH15177,private,PD,274.67026675269165,2012
7568,CLM2012100012549,2012,region_8,2012OH15195,private,PD,2235.352573192175,2012
7569,CLM2012200003533,2012,region_8,2012OH15198,private,PD,2420.315174816492,2012
7570,CLM2012200003534,2012,region_8,2012OH15203,private,PD,2104.6120878102574,2012
7571,CLM2012100012575,2012,region_8,2012OH15211,private,PD,271.0570700807001,2012
7572,CLM2012100012644,2012,region_8,2012OH15258,private,PD,833.4453822275973,2012
7573,CLM2012100012737,2012,region_8,2012OH15309,private,PD,2645.5910230757468,2012
7574,CLM2012100012826,2012,region_8,2012OH15354,private,PD,3181.1964720491737,2012
7575,CLM2012100012843,2012,region_8,2012OH15360,private,PD,2430.345629720978,2012
7576,CLM2012100012857,2012,region_8,2012OH15364,private,PD,2678.13384722127,2012
7577,CLM2012200003613,2012,region_8,2012OH15364,private,PD,4328.018020709819,2012
7578,CLM2012100013014,2012,region_8,2012OH15437,private,PD,1130.550955942186,2012
7579,CLM2012100013093,2012,region_8,2012OH15479,private,PD,2737.32093538859,2012
7580,CLM2012100013149,2012,region_8,2012OH15514,private,PD,1788.7425045174323,2012
7581,CLM2012100013203,2012,region_8,2012OH15549,private,PD,1870.7323962953594,2012
7582,CLM2012100013258,2012,region_8,2012OH15571,private,PD,3783.5606324998803,2012
7583,CLM2012100013286,2012,region_8,2012OH15581,private,PD,6303.2733705545625,2012
7584,CLM2012100013456,2012,region_8,2012OH15663,private,PD,3883.5195934933017,2012
7585,CLM2012100013539,2012,region_8,2012OH15699,private,PD,1419.4797326379187,2012
7586,CLM2012200003807,2012,region_8,2012OH15699,private,PD,1944.23763934908,2012
7587,CLM2012200003818,2012,region_8,2012OH15714,private,PD,3524.23347821043,2012
7588,CLM2012100013655,2012,region_8,2012OH15768,private,PD,398.7350229519336,2012
7589,CLM2012200003846,2012,region_8,2012OH15772,private,PD,2666.017547296742,2012
7590,CLM2012100013671,2012,region_8,2012OH15779,private,PD,12746.130164699745,2012
7591,CLM2012100014018,2012,region_8,2012OH15968,private,PD,238.3641770258436,2012
7592,CLM2012200003965,2012,region_8,2012OH15968,private,PD,4557.56068501555,2012
7593,CLM2012100014158,2012,region_8,2012OH16042,private,PD,239.60866258094777,2012
7594,CLM2012100014477,2012,region_8,2012OH16231,private,PD,1629.518222031645,2012
7595,CLM2012100014510,2012,region_8,2012OH16245,private,PD,7617.05733248162,2012
7596,CLM2012100014582,2012,region_8,2012OH16293,private,PD,3063.8547141978042,2012
7597,CLM2012100014622,2012,region_8,2012OH16311,private,PD,1856.8668122616625,2012
7598,CLM2012100014693,2012,region_8,2012OH16350,private,PD,1810.7219185601955,2012
7599,CLM2012100014754,2012,region_8,2012OH16384,private,PD,1980.1340904549204,2012
7600,CLM2012100014990,2012,region_8,2012OH16516,private,PD,6934.456347907205,2012
7601,CLM2012100015057,2012,region_8,2012OH16545,private,PD,8566.721822324109,2012
7602,CLM2012200004269,2012,region_8,2012OH16545,private,PD,5569.371813017291,2012
7603,CLM2012100015083,2012,region_8,2012OH16565,private,PD,1541.0217247448552,2012
7604,CLM2012100015138,2012,region_8,2012OH16591,private,PD,2164.4213186810434,2012
7605,CLM2012100015217,2012,region_8,2012OH16632,private,PD,3243.695436665715,2012
7606,CLM2012100015310,2012,region_8,2012OH16675,private,PD,3416.9828894453644,2012
7607,CLM2012100015373,2012,region_8,2012OH16708,private,PD,317.02462504222245,2012
7608,CLM2012100015391,2012,region_8,2012OH16719,private,PD,495.313475771934,2012
7609,CLM2012200004392,2012,region_8,2012OH16769,private,PD,278.3056472247903,2012
7610,CLM2012100015517,2012,region_8,2012OH16785,private,PD,1630.2033849373329,2012
7611,CLM2012200004398,2012,region_8,2012OH16797,private,PD,1733.1271450124489,2012
7612,CLM2012300000973,2012,region_8,2012OH16797,private,PD,1842.1821113468368,2012
7613,CLM2012100015895,2012,region_8,2012OH16962,private,PD,290.48722421259527,2012
7614,CLM2012100015906,2012,region_8,2012OH16968,private,PD,2569.465569717873,2012
7615,CLM2012100015957,2012,region_8,2012OH17003,private,PD,1956.3289741227136,2012
7616,CLM2012200004536,2012,region_8,2012OH17022,private,PD,341.78167143039263,2012
7617,CLM2012100016041,2012,region_8,2012OH17039,private,PD,1774.2895037194999,2012
7618,CLM2012100016098,2012,region_8,2012OH17064,private,PD,2627.702681672098,2012
7619,CLM2012100016130,2012,region_8,2012OH17079,private,PD,2137.8802138128635,2012
7620,CLM2012100016164,2012,region_8,2012OH17096,private,PD,677.1132927671443,2012
7621,CLM2012100016178,2012,region_8,2012OH17111,private,PD,1544.331926375281,2012
7622,CLM2012100016387,2012,region_8,2012OH17210,private,PD,157.5743540244883,2012
7623,CLM2012100016400,2012,region_8,2012OH17213,private,PD,810.7954379901341,2012
7624,CLM2012100016633,2012,region_8,2012OH17339,private,PD,478.32830813909266,2012
7625,CLM2012200004718,2012,region_8,2012OH17347,private,PD,843.0567366003114,2012
7626,CLM2012100016689,2012,region_8,2012OH17364,private,PD,8139.784414448778,2012
7627,CLM2012100016926,2012,region_8,2012OH17485,private,PD,595.3514704014632,2012
7628,CLM2012100016956,2012,region_8,2012OH17500,private,PD,737.9261547337339,2012
7629,CLM2012100016991,2012,region_8,2012OH17513,private,PD,410.33949940879995,2012
7630,CLM2012200004798,2012,region_8,2012OH17513,private,PD,4158.692884515669,2012
7631,CLM2012300001053,2012,region_8,2012OH17513,private,PD,2450.156955406955,2012
7632,CLM2012200004819,2012,region_8,2012OH17548,private,PD,2321.9167670106026,2012
7633,CLM2012100017132,2012,region_8,2012OH17590,private,PD,1676.8799859727885,2012
7634,CLM2012100017224,2012,region_8,2012OH17647,private,PD,5671.062797898423,2012
7635,CLM2012200004885,2012,region_8,2012OH17690,private,PD,8681.318133229295,2012
7636,CLM2012200004890,2012,region_8,2012OH17701,private,PD,3418.6933240113644,2012
7637,CLM2012100017345,2012,region_8,2012OH17717,private,PD,1062.0882312158858,2012
7638,CLM2012100017477,2012,region_8,2012OH17787,private,PD,5827.4188772325715,2012
7639,CLM2012200004935,2012,region_8,2012OH17787,private,PD,3084.5103353325007,2012
7640,CLM2012100017537,2012,region_8,2012OH17804,private,PD,1206.0146435806273,2012
7641,CLM2012100017593,2012,region_8,2012OH17825,private,PD,25081.926856869464,2012
7642,CLM2012100017625,2012,region_8,2012OH17842,private,PD,5283.438857038593,2012
7643,CLM2012100017701,2012,region_8,2012OH17886,private,PD,4817.947529644119,2012
7644,CLM2012100017811,2012,region_8,2012OH17935,private,PD,1829.386694765056,2012
7645,CLM2012100018130,2012,region_8,2012OH18086,private,PD,2082.6601061454467,2012
7646,CLM2012200005107,2012,region_8,2012OH18086,private,PD,1602.3772445601041,2012
